Batch plan id,Batch plan/Process,Sequence,Enabled?,Job group,Start Time,Schedule,Status (Automated/Manual),Job Parent Job vs Sub-Jobs,Active vs Non Active,BP sequence,BP id,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID,JobGroup.triggertype
100005,Customer invoicing,30,1,Generate other invoices - Daily,12/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,13/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,10/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,19/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,14/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/01/2022 14:11,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,22/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,21/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,24/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,25/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,26/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,27/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,24/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,07/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,27/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,08/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,10/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,09/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,11/12/2021 17:41,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,13/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,15/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,14/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,16/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,30/11/2021 17:02,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,19/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,29/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,31/12/2021 15:09,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,05/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,01/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,03/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,30/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,28/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,21/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,22/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,25/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 16:17,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 21:32,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,30/11/2021 17:02,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/01/2022 14:11,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 16:17,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 21:32,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,21/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,22/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,24/12/2021 17:30,Evening,Automated,Sub-job,Active,3,500221,Perform Distance Settlements after Contract Termination,"Creates distance correction billing items for terminated contracts (GBB, Operating Lease, Fleet Managed) where the contract termination reason is not ET - Customer Purchase, ET - Legal Purchase, NT - Purchase, ET - Theft, ET - Written Off",100457,3057,DistanceSettlementCommand,Terminated Contracts for Distance Settlements,501003,1629
